TC	SC	Go-On	Kan-On	Eum	PY	MC	MCI	MCF	MCT	OC	Gloss
鷙	鸷			지치질	zhì	tsyijH	tsy-	-ij	departing	*tip-s {*[t]ip-s}	bird of prey
至	至	し	し	지	zhì	tsyijH	tsy-	-ij	departing	*tit-s {*ti[t]-s}	arrive
鴟	鸱	し	し	치치	chī	tsyhij	tsyh-	-ij	even	*tʰij	owl (鴟鵂 tsyhij.xjuw)
塈	塈				xì	xijH	x-	-ij	departing	*qʰrət-s {*qʰrə[t]-s}	rest (v.)
彝	彝	い	い	이	yí	yij	y-	-ij	even	*ləj {*[l][ə]j}	ritual vase
夷	夷	い	い	이	yí	yij	y-	-ij	even	*ləj	level, peaceful
寅	寅	いん	いん	인	yín	yij	y-	-ij	even	*ɢər {*[ɢ](r)ər}	3rd earthly branch
兕	兕			시사	sì	zijX	z-	-ij	rising	*s.ɢijʔ {*[s.ɢ]ijʔ}	rhinoceros (or water buffalo?)
示	示	ぎ	き	시기기치	shì	zyijH	zy-	-ij	departing	*s-ɡijʔ-s	show (v.)
抑	抑	おく	よく	억	yì	ʔik	ʔ-	-ik	entering	*qik	rub, repress
億	亿	おく	よく	억	yì	ʔik	ʔ-	-ik	entering	*ʔək {*ʔ(r)ək}	100000
憶	忆	おく	よく	억	yì	ʔik	ʔ-	-ik	entering	*ʔək {*ʔ(r)ək}	remember
臆	臆	おく	よく	억의의	yì	ʔik	ʔ-	-ik	entering	*ʔək {*ʔ(r)ək}	bosom
直	直	じき	ちょく	직치	zhí	drik	dr-	-ik	entering	*N-t‹r›ək	straight
殖	殖	じき	しょく	식식	zhí	dzyik	dzy-	-ik	entering	*N-tək	grow, flourish (v.)
埴	埴			식치	zhí	dzyik	dzy-	-ik	entering	*dək {*[d]ək}	clay
殖	殖	じき	しょく	식식	zhí	dzyik	dzy-	-ik	entering	*m-tək	plant (v.)
植	植	じき	しょく	식치치	zhí	dzyik	dzy-	-ik	entering	*m-tək	to plant; plants
極	极	ごく	きょく	극극극	jí	gik	g-	-ik	entering	*N-kək {*N-k(r)ək}	extreme
棘	棘	こく	きょく	극극	jí	kik	k-	-ik	entering	*krək	thorns
力	力	りき	りょく	력	lì	lik	l-	-ik	entering	*k.rək	strength
匿	匿	にょく	じょく	닉특닉특	nì	nrik	nr-	-ik	entering	*nrək	conceal
偪	偪			핍핍복	bī	pik	p-	-ik	entering	*prək	to press, urge
逼	逼	ひき	ひょく	핍벽핍	bī	pik	p-	-ik	entering	*prək	urge, press
幅	幅	ふく	ふく	폭복핍벽복	fú	pik	p-	-ik	entering	*p‹r›ək	strap around the leg
副	副	ふく	ふく	부복핍	fù	phik	ph-	-ik	entering	*pʰrək	split, cut open, cleave
熄	熄	そく	しょく	식식	xī	sik	s-	-ik	entering	*sək	extinguish
息	息	そく	しょく	식	xī	sik	s-	-ik	entering	*sək	breathe
嗇	啬			색	sè	srik	sr-	-ik	entering	*srək	reap
色	色	しき	しょく	색	sè	srik	sr-	-ik	entering	*srək	color; countenance
穡	穑			색	sè	srik	sr-	-ik	entering	*srək	reap
識	识	しき	しょく	식지치치	shí	syik	sy-	-ik	entering	*s-tək	know
式	式	しき	しょく	식특	shì	syik	sy-	-ik	entering	*l̥ək	pattern
式	式	しき	しょく	식특	shì	syik	sy-	-ik	entering	*l̥ək	to wipe
飾	饰	しき	しょく	식칙	shì	syik	sy-	-ik	entering	*l̥ək	adorn
拭	拭	しき	しょく	식식	shì	syik	sy-	-ik	entering	*l̥ək	to wipe
稙	稙	じき	しょく	직직	zhí	trik	tr-	-ik	entering	*trək	earliest-sown grain
陟	陟	ちき	ちょく	척득	zhì	trik	tr-	-ik	entering	*trək	ascend
勅	勅	ちき	ちょく	칙칙칙	chì	trhik	trh-	-ik	entering	*r̥ək {*(m-)r̥ək}	correct (v.); to arrange
即	即	そく	しょく		jí	tsik	ts-	-ik	entering	*tsik {*[ts]ik}	go to
即	即	そく	しょく		jí	tsik	ts-	-ik	entering	*tsik {*[ts]ik}	thereupon
稷	稷			직직	jì	tsik	ts-	-ik	entering	*tsək {*[ts]ək}	millet (Setaria italica)
側	侧	しき	そく	측	cè	tsrik	tsr-	-ik	entering	*tsrək {*[ts]rək}	slanting, oblique; side
夨	夨				zè	tsrik	tsr-	-ik	entering	*tsrək {*[ts]rək}	incline the head
𠨮	𠨮				zè	tsrik	tsr-	-ik	entering	*tsrək {*[ts]rək}	slanting, oblique
仄	仄	しき	しょく	측	zè	tsrik	tsr-	-ik	entering	*tsrək {*[ts]rək}	slanting, oblique
𣅔	𣅔				zè	tsrik	tsr-	-ik	entering	*tsrək {*[ts]rək}	sun slanting to west
昃	昃			측	zè	tsrik	tsr-	-ik	entering	*tsrək {*[ts]rək}	sun slanting to west
𣅛	𣅛				zè	tsrik	tsr-	-ik	entering	*tsrək {*[ts]rək}	sun slanting to west
測	测	しき	そく	측측	cè	tsrhik	tsrh-	-ik	entering	*tsʰrək {*[tsʰ]rək}	fathom (v.)
戠	戠	しき	しょく		shì	tsyik	tsy-	-ik	entering	*tək	adhere (?)
織	织	しき	しょく	직치치	zhī	tsyik	tsy-	-ik	entering	*tək	weave (v.)
樴	樴			직	zhí	tsyik	tsy-	-ik	entering	*tək	pole
職	职	しき	しょく	직직	zhí	tsyik	tsy-	-ik	entering	*tək	duties of office
奭	奭			석혁석석혁	shì	xik	x-	-ik	entering	*qʰək {*[qʰ](r)ək}	red
翊	翊			익	yì	yik	y-	-ik	entering	*N.rək {*[N].rəp} (dial. › *-k)	next day
翌	翌	いき	よく	익익	yì	yik	y-	-ik	entering	*N.rəp {*[N].rəp}	next day
弋	弋			익	yì	yik	y-	-ik	entering	*lək	shoot arrow with string attached
翼	翼	いき	よく	익	yì	yik	y-	-ik	entering	*ɢrəp (dial. › -k)	wing
翌	翌	いき	よく	익익	yì	yik	y-	-ik	entering	*ɢrəp (dial. › -k)	wing
食	食	い	い	식사이식사	shí	zyik	zy-	-ik	entering	*mə-lək	eat
蝕	蚀	じき	しょく	식	shí	zyik	zy-	-ik	entering	*mə-lək	(eat:) eclipse
陰	阴	おん	いん	음암음음암	yīn	ʔim	ʔ-	-im	even	*qum {*q(r)[u]m}	dark
音	音	おん	いん	음음	yīn	ʔim	ʔ-	-im	even	*qəm {*[q](r)[ə]m}	sound, tone
飲	饮	おん	いん		yǐn	ʔimX	ʔ-	-im	rising	*qəmʔ {*q(r)[ə]mʔ}	drink (v.)
蔭	荫	おん	いん	음음음	yìn	ʔimH	ʔ-	-im	departing	*qəm-s {*q(r)[ə]m-s}	shade
飲	饮	おん	いん		yìn	ʔimH	ʔ-	-im	departing	*qəmʔ-s {*q(r)[ə]mʔ-s}	give to drink
沈	沈	しん	しん	침심심	chén	drim	dr-	-im	even	*lrəm {*[l]r[ə]m} ~ *m-lr[ə]m	sink (v.)
沈	沈	しん	しん	침심심	chén	drim	dr-	-im	even	*lrəm {*[l]r[ə]m}	sacrifice in which gifts are sunk in water
沈	沈	しん	しん	침심심	chén	drimH	dr-	-im	departing	*lrəm-s {*[l]r[ə]m-s}	sacrifice in which gifts are sunk in water
酖	酖			탐짐탐짐	zhèn	drimH	dr-	-im	departing	*lrəm-s {*[l]r[ə]m-s}	to poison
鴆	鸩			짐담	zhèn	drimH	dr-	-im	departing	*lrəm-s {*[l]r[ə]m-s}	poison (v.)
朕	朕	じん	ちん	짐	zhèn	drimX	dr-	-im	rising	*lrəmʔ	I, we, our
鬵	鬵			심	qín	dzim	dz-	-im	even	*sə-ləm {*sə-l[ə]m} (irreg. dz- for z-?)	large boiler
煁	煁			심	chén	dzyim	dzy-	-im	even	*dəm {*[d][ə]m}	small furnace
忱	忱	じん	しん	침심	chén	dzyim	dzy-	-im	even	*t.ɢəm {*[t.ɢ][ə]m}	sincere
諶	谌			심	chén	dzyim	dzy-	-im	even	*t.ɢəm {*[t.ɢ][ə]m}	reliable, to trust
甚	甚	じん	しん	심심	shèn	dzyimH	dzy-	-im	departing	*t.ɢəmʔ-s {*[t.ɢ][ə]mʔ-s}	excessive
甚	甚	じん	しん	심심	shèn	dzyimX	dzy-	-im	rising	*t.ɢəmʔ {*[t.ɢ][ə]mʔ}	excessive, very
禽	禽	ごん	きん	금금	qín	gim	g-	-im	even	*C.ɢəm {*[C.ɢ](r)[ə]m}	bird; animal
禽	禽	ごん	きん		qín	gim	g-	-im	even	*C.ɢəm {*[C.ɢ](r)[ə]m}	catch, capture
琴	琴	ごん	きん	금	qín	gim	g-	-im	even	*C.ɢəm {*[C.ɢ](r)[ə]m}	lute
䘳	䘳			금	jīn	kim	k-	-im	even	*k‹r›əm {*k‹r›[ə]m}	collar or lapel
今	今	こん	きん		jīn	kim	k-	-im	even	*krəm {*[k]r[ə]m}	now
金	金	こん	きん	금금김김	jīn	kim	k-	-im	even	*kəm {*k(r)[ə]m}	metal, bronze
錦	锦	こん	きん	금	jǐn	kimX	k-	-im	rising	*C.kəmʔ {*C.k(r)[ə]mʔ}	brocade
禁	禁	こん	きん	금금	jìn	kimH	k-	-im	departing	*krəm-s {*kr[ə]m-s}	prohibit
衾	衾	こん	きん	금	qīn	khim	kh-	-im	even	*kʰəm {*[k]ʰ(r)[ə]m}	coverlet
禀	禀	ひん	ひん	품름품	bǐng	limX	l-	-im	rising	*p.rimʔ	rations
林	林	りん	りん	림	lín	lim	l-	-im	even	*k.rəm {*k.r[ə]m}	forest
淋	淋	りん	りん	림림림	lín	lim	l-	-im	even	*rəm {*[r][ə]m}	pour
臨	临	りん	りん	림림	lín	lim	l-	-im	even	*rəm {*(p.)r[ə]m}	look down at
稟	禀	ひん	ひん		lǐn	limX	l-	-im	rising	*p.rimʔ	rations
廩	廪			름람	lǐn	limX	l-	-im	rising	*p.rimʔ	granary
廩	廪			름람	lǐn	limX	l-	-im	rising	*p.rimʔ	fearful
凜	凛	りん	りん	름늠	lǐn	limX	l-	-im	rising	*rəmʔ {*[r][ə]mʔ}	cold
𠪚	𠪚				kǎn	ngim	ng-	-im	even	*N-qʰˁəm {*N-qʰˁ[ə]m}	precipitous
吟	吟	ごん	ぎん	음금금	yín	ngim	ng-	-im	even	*m-qʰəm {*m-qʰ(r)[ə]m}	chant, intone
紝	纴			임	rèn	nrim	nr-	-im	even	*n‹r›əm {*n‹r›[ə]m}	weave
壬	壬	にん	じん	임	rén	nyim	ny-	-im	even	*nəm {*n[ə]m}	9th heavenly stem
荏	荏	にん	じん	임	rěn	nyimX	ny-	-im	rising	*nəmʔ {*n[ə]mʔ} (‹ *num?)	a kind of big beans
紝	纴			임	rèn	nyim	ny-	-im	even	*nəm {*n[ə]m}	weave
任	任	にん	じん	임임	rèn	nyimH	ny-	-im	departing	*nəm-s {*n[ə]m-s}	burden; charge (n.)
衽	衽				rèn	nyimH	ny-	-im	departing	*nəmʔ-s {*n[ə]mʔ-s}	skirts of robe, flaps; lapel
衽	衽			임임	rèn	nyimX	ny-	-im	rising	*nəmʔ {*n[ə]mʔ}	skirts of robe, flaps; lapel
飪	饪			임	rèn	nyimX	ny-	-im	rising	*nəmʔ {*n[ə]mʔ}	thoroughly cooked
恁	恁	にん	じん	임님님	rèn	nyimX	ny-	-im	rising	*nəmʔ {*n[ə]mʔ}	think
稟	禀	ひん	ひん	품름품	bǐng	pimX	p-	-im	rising	*p.rimʔ (dial. › *primʔ)	receive
稟	禀	ひん	ひん	품름품	bǐng	pimX	p-	-im	rising	*p.rimʔ (dial. › *primʔ)	rations
禀	禀	ひん	ひん	품름품	bǐng	pimX	p-	-im	rising	*p.rimʔ (dial. › *primʔ)	rations; receive
心	心	しん	しん	심	xīn	sim	s-	-im	even	*səm	heart
參	参	さん	さん	참삼삼삼	shēn	srim	sr-	-im	even	*srum {*sr[u]m}	(name of constellation)
深	深	しん	しん		shēn	syim	sy-	-im	even	*l̥əm {*[l̥][ə]m}	deep
深	深	しん	しん	심	shēn	syimH	sy-	-im	departing	*l̥əm-s {*[l̥][ə]m-s}	depth
嬸	婶				shěn	syimX	sy-	-im	rising	{*mʔ}	FaYBrWi
沈	沈	しん	しん	침심심	shěn	syimX	sy-	-im	rising	*l̥əmʔ {*[l̥][ə]mʔ}	(name of a state)
諗	谂			심심	shěn	syimX	sy-	-im	rising	*n̥imʔ	remonstrate
審	审	しん	しん	심반반	shěn	syimX	sy-	-im	rising	*s.tʰəmʔ {*s.tʰ[ə]mʔ}	examine, discriminate
椹	椹			침심	zhēn	trim	tr-	-im	even	*trəm {*tr[ə]m}	chopping-block
侵	侵	しん	しん	침침침	qīn	tshim	tsh-	-im	even	*tsʰim {*[tsʰ][i]m}	invade
寢	寝			침	qǐn	tshimX	tsh-	-im	rising	*tsʰimʔ {*[tsʰ][i]mʔ}	sleep
簪	簪	しん	さん	잠잠	zān	tsrim	tsr-	-im	even	*tsrəm {*tsr[ə]m}	hairpin
譖	谮	しん	しん	참참	zèn	tsrimH	tsr-	-im	departing	*tsrəm-s {*[ts]r[ə]m-s}	accuse
參	参	さん	さん	참삼삼삼	cēn	tsrhim	tsrh-	-im	even	*tsʰrum {*[tsʰr][u]m}	uneven
槮	槮			삼삼	sēn	tsrhim	tsrh-	-im	even	*s.r̥əm {*s.r̥[ə]m}	tall (tree)
箴	箴	しん	しん	잠침잠	zhēn	tsyim	tsy-	-im	even	*t.kəm {*t.[k]əm}	needle
斟	斟			짐침짐	zhēn	tsyim	tsy-	-im	even	*t.qəm {*t.[q][ə]m}	deliberate (v.)
枕	枕	しん	しん	침침	zhěn	tsyimX	tsy-	-im	rising	*t.kəmʔ {*[t.k][ə]mʔ}	pillow
枕	枕	しん	しん	침침	zhèn	tsyimH	tsy-	-im	departing	*t.kəmʔ-s {*[t.k][ə]mʔ-s}	use as a pillow
瀋	沈			심심심	shěn	tsyhimX	tsyh-	-im	rising	*tʰəmʔ {*tʰ[ə]mʔ}	liquid
歆	歆			흠	xīn	xim	x-	-im	even	*qʰəm {*[qʰ](r)əm}	enjoy (fragrance)
㸒	㸒				yín	yim	y-	-im	even	*N.rəm {*[N.]r[ə]m}	to covet
淫	淫	いん	いん	음음요염	yín	yim	y-	-im	even	*N.rəm {*N.r[ə]m}	excess
鬵	鬵			심	qín	zim	z-	-im	even	*sə-ləm {*sə-l[ə]m}	large boiler
爓	爓	えん,ぜん	えん,せん	염섬섬	xún	zim	z-	-im	even	*sə-ləm {*[sə-l][ə]m}	sacrifice of boiled meat
尋	寻	じん	しん	심	xún	zim	z-	-im	even	*sə-ləm {*sə-l[ə]m} (‹ *-um ?)	warm up
尋	寻	じん	しん	심	xún	zim	z-	-im	even	*sə-ləm {*sə-l[ə]m}	measure of 8 chǐ 尺.
葚	葚			심	shèn	zyimX	zy-	-im	rising	*sə-dəmʔ {*sə-d[ə]mʔ}	mulberry fruit
貧	贫	びん	ひん	빈	pín	bin	b-	-in	even	*brən {*(Cə.)[b]rə[n]}	poor
塵	尘	じん	ちん	진	chén	drin	dr-	-in	even	*drən {*[d]rə[n]}	dust (n.)
陳	陈	じん	ちん		chén	drin	dr-	-in	even	*lrin {*lri[n]}	arrange
診	诊	しん	しん	진진	zhěn	drinH	dr-	-in	departing	*m-trənʔ-s {*m-t‹r›ə[n]ʔ-s}	examine
陳	陈	じん	ちん	진진진진진	zhèn	drinH	dr-	-in	departing	*lrin-s {*lri[n]-s}	battle array
燼	烬	じん	しん	신신	jìn	dzinH	dz-	-in	departing	*dzin-s {*[dz]i[n](ʔ)-s}	ashes, combusted
盡	尽	じん	しん		jìn	dzinX	dz-	-in	rising	*Cə.dzinʔ {*Cə.[dz]i[n]ʔ}	exhaust (v.)
秦	秦	じん	しん	진진	qín	dzin	dz-	-in	even	*dzin {*[dz]i[n]}	Qín (place name)
辰	辰	じん	しん	진신신	chén	dzyin	dzy-	-in	even	*dər {*[d]ər}	5th earthly branch
晨	晨	じん	しん	신	chén	dzyin	dzy-	-in	even	*dər {*[d]ər}	part of Scorpio; morning
臣	臣	じん	しん	신	chén	dzyin	dzy-	-in	even	*ɡin {*[ɡ]i[n]}	slave, subject
慎	慎	じん	しん	신진	shèn	dzyinH	dzy-	-in	departing	*Cə.lin-s {*Cə.l[i][n]-s}	careful
蜃	蜃	じん	しん	신신	shèn	dzyinX	dzy-	-in	rising	*dərʔ {*[d]ərʔ}	clam, oyster
腎	肾	じん	しん	신	shèn	dzyinX	dzy-	-in	rising	*ɡinʔ {*[ɡ]i[n]ʔ}	kidney
堇	堇			근근	jǐn	gin	g-	-in	even	*ɡrər {*[ɡ]rə[r]}	time, season
殣	殣			근	jǐn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	die of starvation
僅	仅	ごん	きん	근	jìn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	barely
墐	墐			근	jìn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	plaster (v.)
墐	墐			근	jìn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	bury
饉	馑	ごん	きん	근근	jìn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	famine
矜	矜	きょう	かん	긍근환관긍근관	qín	gin	g-	-in	even	*ɡriŋ	kind of lance
堇	堇			근근	qín	gin	g-	-in	even	*ɡrər {*[ɡ]rə[r]}	clay
巾	巾	こん	きん		jīn	kin	k-	-in	even	*krən	kerchief
螼	螼				qǐn	khinH	kh-	-in	departing	*C-qʰrərʔ-s {*C-qʰrə[r]ʔ-s}	earthworm
螼	螼				qǐn	khinX	kh-	-in	rising	*C-qʰrərʔ {*C-qʰrə[r]ʔ}	earthworm
鱗	鳞	りん	りん	린	lín	lin	l-	-in	even	*C.rən {*C.r[ə][n]}	scale of fish or reptile
粦	粦	りん	りん		lín	lin	l-	-in	even	*rən {*[r]ə[n]}	will-o'-the wisp
鄰	邻	りん	りん	린린	lín	lin	l-	-in	even	*rən {*(mə.)rə[n]}	group of 5 families; neighbor
吝	吝	りん	りん	린	lìn	linH	l-	-in	departing	*mə.rən-s {*mə.rə[n]-s}	stingy
珉	珉	みん	びん	민	mín	min	m-	-in	even	*mrən {*mr[ə][n]}	a kind of precious stone
旻	旻	みん	びん	민	mín	min	m-	-in	even	*mrən {*mrə[n]}	austere, severe
緡	缗			민민면면	mín	min	m-	-in	even	*mə-run {*mə-ru[n]} (dial. › mru[n])	wrap around
緡	缗			민민면면	mín	min	m-	-in	even	*mə-run (dial. › *mrun)	cord
閩	闽	まん	ばん		mǐn	min	m-	-in	even	*mrən {*mrə[n]}	southern tribes
閔	闵	みん	びん	민민민문	mǐn	minX	m-	-in	rising	*mrənʔ {*mrə[n]ʔ}	grieved
敏	敏	みん	びん	민민	mǐn	minX	m-	-in	rising	*mrənʔ {*mrə[n]ʔ} ~ *mrəʔ	diligent, active
憫	悯	みん	びん	민민	mǐn	minX	m-	-in	rising	*mrənʔ {*mrə[n]ʔ}	grieved
誾	訚	ごん	ぎん	은은	yín	ngin	ng-	-in	even	*ŋrən {*[ŋ]rə[n]} (‹ uvular?)	affable, reasonable
銀	银	ごん	ぎん	은	yín	ngin	ng-	-in	even	*ŋrən {*ŋrə[n]}	silver
仁	仁	に	じん	인	rén	nyin	ny-	-in	even	*niŋ {*ni[ŋ]}	kindness
人	人	にん	じん	인	rén	nyin	ny-	-in	even	*niŋ	(other) person
忍	忍	にん	じん	인인	rěn	nyinX	ny-	-in	rising	*nənʔ {*nə[n]ʔ}	cruel
忍	忍	にん	じん	인인	rěn	nyinX	ny-	-in	rising	*nənʔ {*nə[n]ʔ}	endure
認	认	にょう	じょう	인	rèn	nyinH	ny-	-in	departing	*nən-s {*nə[n]-s}	know
軔	轫			인	rèn	nyinH	ny-	-in	departing	*nər-s {*nər(ʔ)-s}	wheel stopper
新	新	しん	しん	신	xīn	sin	s-	-in	even	*C.sin {*C.si[n]}	new
辛	辛	しん	しん	신	xīn	sin	s-	-in	even	*sin {*[s]i[n]}	pungent; painful
辛	辛	しん	しん	신	xīn	sin	s-	-in	even	*sin {*si[n]}	8th heavenly stem
薪	薪			신신	xīn	sin	s-	-in	even	*sin {*si[n]}	firewood
信	信	しん	しん	신신	xìn	sinH	s-	-in	departing	*s-niŋ-s {*s-ni[ŋ]-s}	truthful
訊	讯			신	xùn	sinH	s-	-in	departing	*sin-s {*[s]i[n]-s}	ask
莘	莘			신신	shēn	srin	sr-	-in	even	*srin {*sri[n]}	long, drawn-out
申	申	しん	しん	신신신신	shēn	syin	sy-	-in	even	*l̥in {*l̥i[n]}	9th earthly branch
伸	伸	しん	しん	신	shēn	syin	sy-	-in	even	*l̥in {*l̥i[n]}	stretch, extend
紳	绅	しん	しん	신	shēn	syin	sy-	-in	even	*l̥in {*[l̥]i[n]}	sash around the waist
呻	呻	しん	しん	신신	shēn	syin	sy-	-in	even	*l̥in {*l̥i[n]}	chant, drone
身	身	しん	しん	신연건	shēn	syin	sy-	-in	even	*n̥iŋ {*n̥i[ŋ]}	body; self
珍	珍	ちん	ちん	진	zhēn	trin	tr-	-in	even	*trən {*trə[n]}	precious thing
鎮	镇	ちん	ちん		zhèn	trinH	tr-	-in	departing	*t‹r›in-s {*t‹r›i[n]-s}	press down
疹	疹	しん	しん	진진진	zhèn	trhinH	trh-	-in	departing	*tʰrən-s {*tʰrə[n]-s}	fever
津	津	しん	しん	진	jīn	tsin	ts-	-in	even	*tsin {*[ts]i[n]}	ford (n.)
晉	晋	しん	しん	진진진	jìn	tsinH	ts-	-in	departing	*tsin-s {*tsi[n]-s}	Jìn (place name)
進	进	しん	しん	진신진	jìn	tsinH	ts-	-in	departing	*tsin-s {*[ts][i][n]-s}	advance (v.)
親	亲	しん	しん	친	qīn	tshin	tsh-	-in	even	*tsʰin {*[tsʰ]i[n]}	close; parents
榛	榛	しん	しん		zhēn	tsrin	tsr-	-in	even	*tsrin {*tsri[n]}	hazel
蓁	蓁			진진	zhēn	tsrin	tsr-	-in	even	*tsrin {*[ts]ri[n]}	luxuriant
甄	甄	けん	けん	견진견계진	zhēn	tsyin	tsy-	-in	even	*t.qin {*t.qi[n]}	potter's wheel
真	真	しん	しん		zhēn	tsyin	tsy-	-in	even	*tin {*ti[n]}	true, real
縝	缜			진진진	zhēn	tsyin	tsy-	-in	even	*tin {*ti[n]}	dense, fine-textured
振	振	しん	しん	진	zhēn	tsyin	tsy-	-in	even	*tər	numerous
鬒	鬒			진진	zhěn	tsyinX	tsy-	-in	rising	*tinʔ {*ti[n]ʔ}	black hair
稹	稹			진진	zhěn	tsyinX	tsy-	-in	rising	*tinʔ {*ti[n]ʔ}	dense, compact
㐱	㐱				zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*t[ə][n]ʔ}	thick hair
袗	袗	しん	しん	진	zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*tə[n]ʔ}	unlined garment
軫	轸			진진	zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*tə[n]ʔ}	crossboard at back of carriage
診	诊	しん	しん	진진	zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*tə[n]ʔ}	examine
畛	畛	しん	しん	진진	zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*tə[n]ʔ}	path between fields
震	震	しん	しん	진신진신	zhèn	tsyinH	tsy-	-in	departing	*tər-s	clap of thunder
振	振	しん	しん	진	zhèn	tsyinH	tsy-	-in	departing	*tər-s	shake
瞋	瞋	しん	しん	진	chēn	tsyhin	tsyh-	-in	even	*tʰin {*tʰi[n]}	glare (v.)
釁	衅				xìn	xinH	x-	-in	departing	*m̥rər-s	smear with blood
寅	寅	いん	いん	인	yín	yin	y-	-in	even	*ɢər {*[ɢ](r)ər}	3rd earthly branch
夤	夤			인	yín	yin	y-	-in	even	*ɢər {*[ɢ[(r)ə[r]}	small of the back, region of the reins
引	引	いん	いん	인인	yǐn	yinH	y-	-in	departing	*linʔ-s {*li[n]ʔ-s}	draw the bow
引	引	いん	いん		yǐn	yinX	y-	-in	rising	*linʔ {*li[n]ʔ}	draw the bow
蚓	蚓	いん	いん	인	yǐn	yinX	y-	-in	rising	*m-qərʔ {*[m-q](r)ə[r]ʔ}	earth-worm (khjuw.yinX)
螾	螾			인	yǐn	yinX	y-	-in	rising	*m-qərʔ {*[m-q](r)ə[r]ʔ}	earthworm
胤	胤	いん	いん	윤윤	yìn	yinH	y-	-in	departing	*[ɢ]ər-s {*[ɢ]ə[n]-s}	descendants
晨	晨	じん	しん	신	chén	zyin	zy-	-in	even	*sə.dər {*sə.[d]ər}	part of Scorpio; morning
神	神	じん	しん	신신	shén	zyin	zy-	-in	even	*Cə.lin {*Cə.li[n]}	spirit
膺	膺			응	yīng	ʔing	ʔ-	-ing	even	*qəŋ {*[q](r)əŋ}	breast(plate); oppose
鷹	鹰	おう	よう	응	yīng	ʔing	ʔ-	-ing	even	*qəŋ {*[q](r)əŋ}	eagle, falcon
馮	冯	びょう	ひょう	빙풍풍	píng	bing	b-	-ing	even	*brəŋ {*[b]rəŋ}	full, solid
憑	凭	びょう	ひょう	빙	píng	bing	b-	-ing	even	*brəŋ {*[b]rəŋ}	lean on
澄	澄	じょう	ちょう		chéng	dring	dr-	-ing	even	*drəŋ {*[d]rəŋ}	limpid, clear
懲	惩	じょう	ちょう	징징	chéng	dring	dr-	-ing	even	*m-trəŋ	reprove; punish
承	承	じょう	しょう	승증승증	chéng	dzying	dzy-	-ing	even	*dəŋ {*[d]əŋ}	receive
丞	丞	じょう,じょう	しょう,じょう	승증승	chéng	dzying	dzy-	-ing	even	*m-təŋ	assist
矜	矜	きょう	かん	긍근환관긍근관	jīn	king	k-	-ing	even	*k.riŋ (dial. › k-, *-iŋ › -ing)	pity (v.)
矜	矜	きょう	かん		jīn	king	k-	-ing	even	*kriŋ	boastful
兢	兢			긍긍	jīng	king	k-	-ing	even	*kəŋ {*k(r)əŋ}	cautious
凌	凌			릉릉	líng	ling	l-	-ing	even	*p.rəŋ	ice
夌	夌	りょう	りょう	릉	líng	ling	l-	-ing	even	*rəŋ {*[r]əŋ}	mound, hill
陵	陵			릉	líng	ling	l-	-ing	even	*rəŋ {*[r]əŋ}	mound, hill
凌	凌			릉릉	líng	ling	l-	-ing	even	*rəŋ {*[r]əŋ}	transgress; attack
凝	凝			응	níng	nging	ng-	-ing	even	*ŋəŋ {*[ŋ](r)əŋ} (‹ uvular?)	freeze, coagulate
仍	仍	にょう	じょう		réng	nying	ny-	-ing	even	*nəŋ	repeat
冫	冫	ひょう	ひょう	빙응	bīng	ping	p-	-ing	even	*p.rəŋ (dial. › *prəŋ)	ice
冰	冰	ひょう	ひょう	빙응	bīng	ping	p-	-ing	even	*p.rəŋ (dial. *p.r- › *pr-)	ice
勝	胜	しょう	しょう	승승	shēng	sying	sy-	-ing	even	*l̥əŋ	equal to, capable of
升	升	しょう	しょう	승승	shēng	sying	sy-	-ing	even	*s-təŋ	1/10th of a dǒu 斗
升	升	しょう	しょう	승승	shēng	sying	sy-	-ing	even	*s-təŋ	rise (v.)
陞	陞			승	shēng	sying	sy-	-ing	even	*s-təŋ	rise (v.)
勝	胜	しょう	しょう	승승	shèng	syingH	sy-	-ing	departing	*l̥əŋ-s	overcome; surpass
徵	征			징치	zhēng	tring	tr-	-ing	even	*trəŋ	examine
甑	甑			증	zèng	tsingH	ts-	-ing	departing	*S-təŋ-s	boiler for steaming rice
烝	烝	しょう	しょう	증증	zhēng	tsying	tsy-	-ing	even	*təŋ	to rise (of steam); steam (v.t.)
蒸	蒸	しょう	しょう	증	zhēng	tsying	tsy-	-ing	even	*təŋ	twigs as firewood
脀	脀			승증숭증	zhēng	tsying	tsy-	-ing	even	*təŋ	present (meat) in sacrifice
拯	拯	しょう	しょう	증	zhěng	tsyingX	tsy-	-ing	rising	*təŋʔ	lift up
