TC	SC	Eumhun	PY	MC	MCI	MCF	MCT	OC	Gloss
侵	侵	침범할 침, 초라할 침, 침노할 침	qīn	tshim	tsh-	-im	even	*tsʰim {*[tsʰ][i]m}	invade
寢	寝	잠잘 침	qǐn	tshimX	tsh-	-im	rising	*tsʰimʔ {*[tsʰ][i]mʔ}	sleep
簪	簪	비녀 잠, 빠를 잠	zān	tsrim	tsr-	-im	even	*tsrəm {*tsr[ə]m}	hairpin
譖	谮	헐뜯을 참, 참소할 참	zèn	tsrimH	tsr-	-im	departing	*tsrəm-s {*[ts]r[ə]m-s}	accuse
參	参	참여할 참, 별이름 삼, 빽빽할 삼, 석 삼	cēn	tsrhim	tsrh-	-im	even	*tsʰrum {*[tsʰr][u]m}	uneven
槮	槮	밋밋할 삼, 어구 삼	sēn	tsrhim	tsrh-	-im	even	*s.r̥əm {*s.r̥[ə]m}	tall (tree)
箴	箴	바늘 잠, 바늘 침, 경계 잠	zhēn	tsyim	tsy-	-im	even	*t.kəm {*t.[k]əm}	needle
斟	斟	술따를 짐, 술따를 침, 짐작할 짐	zhēn	tsyim	tsy-	-im	even	*t.qəm {*t.[q][ə]m}	deliberate (v.)
枕	枕	베개 침, 말뚝 침	zhěn	tsyimX	tsy-	-im	rising	*t.kəmʔ {*[t.k][ə]mʔ}	pillow
枕	枕	베개 침, 말뚝 침	zhèn	tsyimH	tsy-	-im	departing	*t.kəmʔ-s {*[t.k][ə]mʔ-s}	use as a pillow
瀋	沈	즙 심, 즙 낼 심, 성씨 심	shěn	tsyhimX	tsyh-	-im	rising	*tʰəmʔ {*tʰ[ə]mʔ}	liquid
歆	歆	흠향할 흠	xīn	xim	x-	-im	even	*qʰəm {*[qʰ](r)əm}	enjoy (fragrance)
㸒	㸒		yín	yim	y-	-im	even	*N.rəm {*[N.]r[ə]m}	to covet
淫	淫	음란할 음, 장마 음, 요수 요, 강 이름 염	yín	yim	y-	-im	even	*N.rəm {*N.r[ə]m}	excess
鬵	鬵	용가마 심	qín	zim	z-	-im	even	*sə-ləm {*sə-l[ə]m}	large boiler
爓	爓	불꽃 염, 데칠 섬, 삶을 섬	xún	zim	z-	-im	even	*sə-ləm {*[sə-l][ə]m}	sacrifice of boiled meat
尋	寻	찾을 심	xún	zim	z-	-im	even	*sə-ləm {*sə-l[ə]m} (‹ *-um ?)	warm up
尋	寻	찾을 심	xún	zim	z-	-im	even	*sə-ləm {*sə-l[ə]m}	measure of 8 chǐ 尺.
葚	葚	오디 심	shèn	zyimX	zy-	-im	rising	*sə-dəmʔ {*sə-d[ə]mʔ}	mulberry fruit
貧	贫	가난할 빈	pín	bin	b-	-in	even	*brən {*(Cə.)[b]rə[n]}	poor
塵	尘	티끌 진	chén	drin	dr-	-in	even	*drən {*[d]rə[n]}	dust (n.)
陳	陈		chén	drin	dr-	-in	even	*lrin {*lri[n]}	arrange
診	诊	볼 진, 진찰할 진	zhěn	drinH	dr-	-in	departing	*m-trənʔ-s {*m-t‹r›ə[n]ʔ-s}	examine
陳	陈	늘어놓을 진, 방비할 진, 베풀 진, 묵을 진, 진나라 진	zhèn	drinH	dr-	-in	departing	*lrin-s {*lri[n]-s}	battle array
燼	烬	깜부기불 신, 불탄 끝 신	jìn	dzinH	dz-	-in	departing	*dzin-s {*[dz]i[n](ʔ)-s}	ashes, combusted
盡	尽		jìn	dzinX	dz-	-in	rising	*Cə.dzinʔ {*Cə.[dz]i[n]ʔ}	exhaust (v.)
秦	秦	나라 이름 진, 성씨 진	qín	dzin	dz-	-in	even	*dzin {*[dz]i[n]}	Qín (place name)
辰	辰	별 진, 별 신, 때 신	chén	dzyin	dzy-	-in	even	*dər {*[d]ər}	5th earthly branch
晨	晨	새벽 신	chén	dzyin	dzy-	-in	even	*dər {*[d]ər}	part of Scorpio; morning
臣	臣	신하 신	chén	dzyin	dzy-	-in	even	*ɡin {*[ɡ]i[n]}	slave, subject
慎	慎	삼갈 신, 땅 이름 진	shèn	dzyinH	dzy-	-in	departing	*Cə.lin-s {*Cə.l[i][n]-s}	careful
蜃	蜃	무명조개 신, 큰 조개 신	shèn	dzyinX	dzy-	-in	rising	*dərʔ {*[d]ərʔ}	clam, oyster
腎	肾	콩팥 신	shèn	dzyinX	dzy-	-in	rising	*ɡinʔ {*[ɡ]i[n]ʔ}	kidney
堇	堇	진흙 근, 조금 근	jǐn	gin	g-	-in	even	*ɡrər {*[ɡ]rə[r]}	time, season
殣	殣	굶어 죽을 근	jǐn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	die of starvation
僅	仅	겨우 근	jìn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	barely
墐	墐	매흙질할 근	jìn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	plaster (v.)
墐	墐	매흙질할 근	jìn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	bury
饉	馑	흉년들 근, 주릴 근	jìn	ginH	g-	-in	departing	*ɡrər-s {*[ɡ]rə[r]-s}	famine
矜	矜	불쌍히 여길 긍, 창 자루 근, 홀아비 환, 홀아비 관, 자랑할 긍, 창자루 근, 앓을 관	qín	gin	g-	-in	even	*ɡriŋ	kind of lance
堇	堇	진흙 근, 조금 근	qín	gin	g-	-in	even	*ɡrər {*[ɡ]rə[r]}	clay
巾	巾		jīn	kin	k-	-in	even	*krən	kerchief
螼	螼		qǐn	khinH	kh-	-in	departing	*C-qʰrərʔ-s {*C-qʰrə[r]ʔ-s}	earthworm
螼	螼		qǐn	khinX	kh-	-in	rising	*C-qʰrərʔ {*C-qʰrə[r]ʔ}	earthworm
鱗	鳞	비늘 린	lín	lin	l-	-in	even	*C.rən {*C.r[ə][n]}	scale of fish or reptile
粦	粦		lín	lin	l-	-in	even	*rən {*[r]ə[n]}	will-o'-the wisp
鄰	邻	이웃 린, 닳을 린	lín	lin	l-	-in	even	*rən {*(mə.)rə[n]}	group of 5 families; neighbor
吝	吝	아낄 린	lìn	linH	l-	-in	departing	*mə.rən-s {*mə.rə[n]-s}	stingy
珉	珉	옥돌 민	mín	min	m-	-in	even	*mrən {*mr[ə][n]}	a kind of precious stone
旻	旻	하늘 민	mín	min	m-	-in	even	*mrən {*mrə[n]}	austere, severe
緡	缗	낚싯줄 민, 성할 민, 새우는 소리 면, 새 우는 소리 면	mín	min	m-	-in	even	*mə-run {*mə-ru[n]} (dial. › mru[n])	wrap around
緡	缗	낚싯줄 민, 성할 민, 새우는 소리 면, 새 우는 소리 면	mín	min	m-	-in	even	*mə-run (dial. › *mrun)	cord
閩	闽		mǐn	min	m-	-in	even	*mrən {*mrə[n]}	southern tribes
閔	闵	위문할 민, 가을하늘 민, 성씨 민, 위문할 문	mǐn	minX	m-	-in	rising	*mrənʔ {*mrə[n]ʔ}	grieved
敏	敏	재빠를 민, 민첩할 민	mǐn	minX	m-	-in	rising	*mrənʔ {*mrə[n]ʔ} ~ *mrəʔ	diligent, active
憫	悯	근심할 민, 민망할 민	mǐn	minX	m-	-in	rising	*mrənʔ {*mrə[n]ʔ}	grieved
誾	訚	화평할 은, 향기 은	yín	ngin	ng-	-in	even	*ŋrən {*[ŋ]rə[n]} (‹ uvular?)	affable, reasonable
銀	银	은 은	yín	ngin	ng-	-in	even	*ŋrən {*ŋrə[n]}	silver
仁	仁	어질 인	rén	nyin	ny-	-in	even	*niŋ {*ni[ŋ]}	kindness
人	人	사람 인	rén	nyin	ny-	-in	even	*niŋ	(other) person
忍	忍	참을 인, 질길 인	rěn	nyinX	ny-	-in	rising	*nənʔ {*nə[n]ʔ}	cruel
忍	忍	참을 인, 질길 인	rěn	nyinX	ny-	-in	rising	*nənʔ {*nə[n]ʔ}	endure
認	认	알 인	rèn	nyinH	ny-	-in	departing	*nən-s {*nə[n]-s}	know
軔	轫	바퀴 굄목 인	rèn	nyinH	ny-	-in	departing	*nər-s {*nər(ʔ)-s}	wheel stopper
新	新	새 신	xīn	sin	s-	-in	even	*C.sin {*C.si[n]}	new
辛	辛	매울 신	xīn	sin	s-	-in	even	*sin {*[s]i[n]}	pungent; painful
辛	辛	매울 신	xīn	sin	s-	-in	even	*sin {*si[n]}	8th heavenly stem
薪	薪	섶나무 신, 섶 신	xīn	sin	s-	-in	even	*sin {*si[n]}	firewood
信	信	믿을 신, 펼 신	xìn	sinH	s-	-in	departing	*s-niŋ-s {*s-ni[ŋ]-s}	truthful
訊	讯	물을 신	xùn	sinH	s-	-in	departing	*sin-s {*[s]i[n]-s}	ask
莘	莘	족두리풀 신, 나라 이름 신	shēn	srin	sr-	-in	even	*srin {*sri[n]}	long, drawn-out
申	申	납 신, 펼 신, 거듭 신, 아홉째 지지 신	shēn	syin	sy-	-in	even	*l̥in {*l̥i[n]}	9th earthly branch
伸	伸	펼 신	shēn	syin	sy-	-in	even	*l̥in {*l̥i[n]}	stretch, extend
紳	绅	큰띠 신	shēn	syin	sy-	-in	even	*l̥in {*[l̥]i[n]}	sash around the waist
呻	呻	끙끙거릴 신, 읊조릴 신	shēn	syin	sy-	-in	even	*l̥in {*l̥i[n]}	chant, drone
身	身	몸 신, 나라 이름 연, 나라 이름 건	shēn	syin	sy-	-in	even	*n̥iŋ {*n̥i[ŋ]}	body; self
珍	珍	보배 진	zhēn	trin	tr-	-in	even	*trən {*trə[n]}	precious thing
鎮	镇		zhèn	trinH	tr-	-in	departing	*t‹r›in-s {*t‹r›i[n]-s}	press down
疹	疹	홍역 진, 열병 진, 마마 진	zhèn	trhinH	trh-	-in	departing	*tʰrən-s {*tʰrə[n]-s}	fever
津	津	나루 진	jīn	tsin	ts-	-in	even	*tsin {*[ts]i[n]}	ford (n.)
晉	晋	나라 이름 진, 나아갈 진, 진나라 진	jìn	tsinH	ts-	-in	departing	*tsin-s {*tsi[n]-s}	Jìn (place name)
進	进	나아갈 진, 선사 신, 나갈 진	jìn	tsinH	ts-	-in	departing	*tsin-s {*[ts][i][n]-s}	advance (v.)
親	亲	친할 친	qīn	tshin	tsh-	-in	even	*tsʰin {*[tsʰ]i[n]}	close; parents
榛	榛		zhēn	tsrin	tsr-	-in	even	*tsrin {*tsri[n]}	hazel
蓁	蓁	우거질 진, 숲 진	zhēn	tsrin	tsr-	-in	even	*tsrin {*[ts]ri[n]}	luxuriant
甄	甄	질그릇 견, 질그릇 진, 땅 이름 견, 밝을 계, 질그릇장인 진	zhēn	tsyin	tsy-	-in	even	*t.qin {*t.qi[n]}	potter's wheel
真	真		zhēn	tsyin	tsy-	-in	even	*tin {*ti[n]}	true, real
縝	缜	삼실 진, 촘촘할 진, 고울 진	zhēn	tsyin	tsy-	-in	even	*tin {*ti[n]}	dense, fine-textured
振	振	떨칠 진	zhēn	tsyin	tsy-	-in	even	*tər	numerous
鬒	鬒	숱 많을 진, 숱 많고 검을 진	zhěn	tsyinX	tsy-	-in	rising	*tinʔ {*ti[n]ʔ}	black hair
稹	稹	떨기로 날 진, 고울 진	zhěn	tsyinX	tsy-	-in	rising	*tinʔ {*ti[n]ʔ}	dense, compact
㐱	㐱		zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*t[ə][n]ʔ}	thick hair
袗	袗	홑옷 진	zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*tə[n]ʔ}	unlined garment
軫	轸	수레 뒤턱나무 진, 수레 뒤턱 나무 진	zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*tə[n]ʔ}	crossboard at back of carriage
診	诊	볼 진, 진찰할 진	zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*tə[n]ʔ}	examine
畛	畛	두렁길 진, 두둑 진	zhěn	tsyinX	tsy-	-in	rising	*tənʔ {*tə[n]ʔ}	path between fields
震	震	벼락 진, 아이 밸 신, 우레 진, 애 밸 신	zhèn	tsyinH	tsy-	-in	departing	*tər-s	clap of thunder
振	振	떨칠 진	zhèn	tsyinH	tsy-	-in	departing	*tər-s	shake
瞋	瞋	부릅뜰 진	chēn	tsyhin	tsyh-	-in	even	*tʰin {*tʰi[n]}	glare (v.)
釁	衅		xìn	xinH	x-	-in	departing	*m̥rər-s	smear with blood
寅	寅	셋째 지지 인	yín	yin	y-	-in	even	*ɢər {*[ɢ](r)ər}	3rd earthly branch
夤	夤	조심할 인	yín	yin	y-	-in	even	*ɢər {*[ɢ[(r)ə[r]}	small of the back, region of the reins
引	引	당길 인, 가슴걸이 인	yǐn	yinH	y-	-in	departing	*linʔ-s {*li[n]ʔ-s}	draw the bow
引	引		yǐn	yinX	y-	-in	rising	*linʔ {*li[n]ʔ}	draw the bow
蚓	蚓	지렁이 인	yǐn	yinX	y-	-in	rising	*m-qərʔ {*[m-q](r)ə[r]ʔ}	earth-worm (khjuw.yinX)
螾	螾	지렁이 인	yǐn	yinX	y-	-in	rising	*m-qərʔ {*[m-q](r)ə[r]ʔ}	earthworm
胤	胤	이을 윤, 자손 윤	yìn	yinH	y-	-in	departing	*[ɢ]ər-s {*[ɢ]ə[n]-s}	descendants
晨	晨	새벽 신	chén	zyin	zy-	-in	even	*sə.dər {*sə.[d]ər}	part of Scorpio; morning
神	神	신 신, 귀신 신	shén	zyin	zy-	-in	even	*Cə.lin {*Cə.li[n]}	spirit
膺	膺	가슴 응	yīng	ʔing	ʔ-	-ing	even	*qəŋ {*[q](r)əŋ}	breast(plate); oppose
鷹	鹰	매 응	yīng	ʔing	ʔ-	-ing	even	*qəŋ {*[q](r)əŋ}	eagle, falcon
馮	冯	업신여길 빙, 성 풍, 성씨 풍	píng	bing	b-	-ing	even	*brəŋ {*[b]rəŋ}	full, solid
憑	凭	기댈 빙	píng	bing	b-	-ing	even	*brəŋ {*[b]rəŋ}	lean on
澄	澄		chéng	dring	dr-	-ing	even	*drəŋ {*[d]rəŋ}	limpid, clear
懲	惩	혼날 징, 징계할 징	chéng	dring	dr-	-ing	even	*m-trəŋ	reprove; punish
承	承	이을 승, 건질 증, 받들 승, 구원할 증	chéng	dzying	dzy-	-ing	even	*dəŋ {*[d]əŋ}	receive
丞	丞	도울 승, 나아갈 증, 정승 승	chéng	dzying	dzy-	-ing	even	*m-təŋ	assist
矜	矜	불쌍히 여길 긍, 창 자루 근, 홀아비 환, 홀아비 관, 자랑할 긍, 창자루 근, 앓을 관	jīn	king	k-	-ing	even	*k.riŋ (dial. › k-, *-iŋ › -ing)	pity (v.)
矜	矜		jīn	king	k-	-ing	even	*kriŋ	boastful
兢	兢	삼갈 긍, 떨릴 긍	jīng	king	k-	-ing	even	*kəŋ {*k(r)əŋ}	cautious
凌	凌	업신여길 릉, 얼음 릉	líng	ling	l-	-ing	even	*p.rəŋ	ice
夌	夌	언덕 릉	líng	ling	l-	-ing	even	*rəŋ {*[r]əŋ}	mound, hill
陵	陵	큰 언덕 릉	líng	ling	l-	-ing	even	*rəŋ {*[r]əŋ}	mound, hill
凌	凌	업신여길 릉, 얼음 릉	líng	ling	l-	-ing	even	*rəŋ {*[r]əŋ}	transgress; attack
凝	凝	엉길 응	níng	nging	ng-	-ing	even	*ŋəŋ {*[ŋ](r)əŋ} (‹ uvular?)	freeze, coagulate
仍	仍		réng	nying	ny-	-ing	even	*nəŋ	repeat
冫	冫	얼음 빙, 엉길 응	bīng	ping	p-	-ing	even	*p.rəŋ (dial. › *prəŋ)	ice
冰	冰	얼음 빙, 엉길 응	bīng	ping	p-	-ing	even	*p.rəŋ (dial. *p.r- › *pr-)	ice
勝	胜	이길 승, 견딜 승	shēng	sying	sy-	-ing	even	*l̥əŋ	equal to, capable of
升	升	되 승, 오를 승	shēng	sying	sy-	-ing	even	*s-təŋ	1/10th of a dǒu 斗
升	升	되 승, 오를 승	shēng	sying	sy-	-ing	even	*s-təŋ	rise (v.)
陞	陞	오를 승	shēng	sying	sy-	-ing	even	*s-təŋ	rise (v.)
勝	胜	이길 승, 견딜 승	shèng	syingH	sy-	-ing	departing	*l̥əŋ-s	overcome; surpass
徵	征	부를 징, 음률 이름 치	zhēng	tring	tr-	-ing	even	*trəŋ	examine
甑	甑	시루 증	zèng	tsingH	ts-	-ing	departing	*S-təŋ-s	boiler for steaming rice
烝	烝	찔 증, 김 오를 증	zhēng	tsying	tsy-	-ing	even	*təŋ	to rise (of steam); steam (v.t.)
蒸	蒸	찔 증	zhēng	tsying	tsy-	-ing	even	*təŋ	twigs as firewood
脀	脀	미련할 승, 어리석을 증, 어리석을 숭, 미련할 증	zhēng	tsying	tsy-	-ing	even	*təŋ	present (meat) in sacrifice
拯	拯	건질 증	zhěng	tsyingX	tsy-	-ing	rising	*təŋʔ	lift up
抍	抍	들 증, 들 승	zhěng	tsyingX	tsy-	-ing	rising	*təŋʔ	lift up
撜	撜	건질 증, 닿을 쟁	zhěng	tsyingX	tsy-	-ing	rising	*təŋʔ	lift up
證	证	증거 증	zhèng	tsyingH	tsy-	-ing	departing	*təŋ-s	testify, prove
稱	称	일컬을 칭, 저울 칭	chēng	tsyhing	tsyh-	-ing	even	*tʰəŋ	weigh; evaluate; call
稱	称	일컬을 칭, 저울 칭	chèng	tsyhingH	tsyh-	-ing	departing	*mə-tʰəŋ-s	steelyard
興	兴	일 흥, 흥취 흥, 피바를 흔	xīng	xing	x-	-ing	even	*qʰəŋ {*qʰ(r)əŋ}	lift, rise
蠅	蝇	파리 승	yíng	ying	y-	-ing	even	*m.rəŋ	fly (n.)
蠅	蝇	파리 승	yíng	ying	y-	-ing	even	*m.rəŋ	fly (n.)
孕	孕	아이 밸 잉	yùn	yingH	y-	-ing	departing	*liŋ-s {*l[i]ŋ-s}	pregnant
塍	塍	밭두둑 승, 밭두둑 증	chéng	zying	zy-	-ing	even	*Cə.ləŋ	raised path between fields
乘	乘	탈 승, 수레 승	chéng	zying	zy-	-ing	even	*Cə.ləŋ	ride (v.)
繩	绳	노끈 승, 알밸 잉, 끝없을 민, 밧줄 승	shéng	zying	zy-	-ing	even	{*Cə.ləŋ}	string, cord
乘	乘	탈 승, 수레 승	shèng	zyingH	zy-	-ing	departing	*Cə.ləŋ-s	vehicle
乘	乘	탈 승, 수레 승	shèng	zyingH	zy-	-ing	departing	*Cə.ləŋ-s	team of four horses
剩	剩	남을 잉	shèng	zyingH	zy-	-ing	departing	*Cə.ləŋ-s	left over
浥	浥	젖을 읍, 웅덩이 업, 흐를 압	yì	ʔip	ʔ-	-ip	entering	*q‹r›ip	moist, moisten
邑	邑	고을 읍, 흐느낄 압, 아첨할 압	yì	ʔip	ʔ-	-ip	entering	*qəp {*q(r)[ə]p}	city, town
蟄	蛰	숨을 칩	zhé	drip	dr-	-ip	entering	*drip {*[d]rip}	hibernate; cluster
集	集	모일 집, 모을 집	jí	dzip	dz-	-ip	entering	*dzəp {*(Cə.)[dz][ə]p}	gather, collect
拾	拾	주울 습, 열 십, 번갈아 겁, 오를 섭, 바꿀 겁	shí	dzyip	dzy-	-ip	entering	*dəp {*[d][ə]p}	pick up, gather
什	什	열사람 십, 세간 집, 열 사람 십	shí	dzyip	dzy-	-ip	entering	*t.ɡəp {*t.[ɡ]əp}	troop of ten men
十	十	열 십	shí	dzyip	dzy-	-ip	entering	*t.ɡəp {*t.[ɡ]əp}	ten
及	及	미칠 급	jí	gip	g-	-ip	entering	*m-k-rəp {*[m-k-]rəp}	reach
急	急	급할 급	jí	kip	k-	-ip	entering	*kəp {*[k](r)[ə]p}	urgent
給	给	넉넉할 급, 줄 급	jǐ	kip	k-	-ip	entering	*kəp {*[k](r)[ə]p}	furnish
泣	泣	울 읍, 바람 빠를 립, 원활하지 않을 삽	qì	khip	kh-	-ip	entering	*k-r̥əp	weep
立	立	설 립, 자리 위	lì	lip	l-	-ip	entering	*k.rəp	stand (v.)
粒	粒	낟알 립	lì	lip	l-	-ip	entering	*k.rəp	grains of rice
笠	笠	삿갓 립	lì	lip	l-	-ip	entering	*k.rəp	bamboo-splint hat
入	入	들 입	rù	nyip	ny-	-ip	entering	*nəp {*n[ə]p}	enter
濕	湿	축축할 습, 강 이름 답, 나라 이름 압, 사람 이름 섭, 젖을 습, 나라 이름 합, 물 이름 답	shī	syip	sy-	-ip	entering	*qʰip {*[qʰ]ip}	to flap (sc. the ears)
溼	溼	축축할 습, 강 이름 답, 나라 이름 압, 사람 이름 섭, 젖을 습, 나라 이름 합, 물 이름 답	shī	syip	sy-	-ip	entering	*s-qʰip {*s-[qʰ][i]p}	low wet ground
縶	絷	맬 집, 사람이름 접	zhí	trip	tr-	-ip	entering	*t‹r›ip	rope, tether; bind
濈	濈	화목할 즙, 여울 삽	jí	tsrip	tsr-	-ip	entering	*s.q‹r›ip {*s.q‹r›[i]p}	crowded together
汁	汁	즙 즙, 화협할 협, 고을 이름 십, 그릇 집, 맞을 협, 고을 이름 십	zhī	tsyip	tsy-	-ip	entering	*t.kəp {*[t.k][ə]p}	juice
慹	慹	두려워할 집, 움직이지 않을 접, 움직이지 아니할 접	zhí	tsyip	tsy-	-ip	entering	*t-nip (dial. › tsyip)	afraid, to fear
執	执	잡을 집	zhí	tsyip	tsy-	-ip	entering	*tip {*[t]ip}	seize
歙	歙	쭈그릴 흡, 두려워할 협, 들이쉴 흡	xī	xip	x-	-ip	entering	*qʰəp {*qʰ(r)[ə]p}	contract (v.)
吸	吸	숨들이쉴 흡, 마실 흡	xī	xip	x-	-ip	entering	*qʰəp {*qʰ(r)[ə]p}	inhale
噏	噏	거둘 흡, 숨 들이쉴 흡	xī	xip	x-	-ip	entering	*qʰəp {*qʰ(r)[ə]p}	draw together (Laozi, one version)
翕	翕	합할 흡	xì	xip	x-	-ip	entering	*qʰəp {*qʰ(r)[ə]p}	united, harmonious
翕	翕	합할 흡	xì	xip	x-	-ip	entering	*qʰəp {*qʰ(r)[ə]p}	draw in; inhale
隰	隰	진펄 습	xí	zip	z-	-ip	entering	*s-N-qip	low, wet ground
襲	袭	엄습할 습	xí	zip	z-	-ip	entering	*sə-ləp {*sə-l[ə]p}	repeat; additional robe
襲	袭	엄습할 습	xí	zip	z-	-ip	entering	*sə.ləp {*sə.l[ə]p}	surprise attack
乙	乙	새 을	yǐ	ʔit	ʔ-	-it	entering	*qrət	2nd heavenly stem
邲	邲		bì	bit	b-	-it	entering	*brit {*[b]ri[t]}	[place name]
疾	疾	병 질	jí	dzit	dz-	-it	entering	*dzit {*[dz]i[t]}	sickness
栗	栗	밤나무 률, 찢을 렬, 밤 률, 두려워할 률	lì	lit	l-	-it	entering	*rit {*[r]i[t]}	chestnut tree
密	密	빽빽할 밀	mì	mit	m-	-it	entering	*mrit {*mri[t]}	dense
䵒	䵒		nì	nrit	nr-	-it	entering	*n‹r›ik	adhere; a lady's clothes nearest to the body
䵑	䵑		nì	nrit	nr-	-it	entering	*n‹r›ik {*n‹r›[i]k}	glue
暱	暱	친할 닐	nì	nrit	nr-	-it	entering	*n‹r›ik	near, familiar
昵	昵	친할 닐, 선고 녜, 풀 직, 아버지 사당 녜, 아교 직	nì	nrit	nr-	-it	entering	*nrit {*nri[t]}	close, intimate
日	日	날 일	rì	nyit	ny-	-it	entering	*C.nit {*C.ni[t]}	sun; day
衵	衵	속속곳 일	rì	nyit	ny-	-it	entering	*nik	a lady's clothes nearest to the body
筆	笔	붓 필	bǐ	pit	p-	-it	entering	*p.rut {*p.[r]ut} (borrowed as *prut from Qin dial.)	writing brush
柲	柲	자루 비	bì	pit	p-	-it	entering	*prit {*pri[t]}	shaft, handle (of a weapon)
膝	膝	무릎 슬	xī	sit	s-	-it	entering	*s-tsik	knee
悉	悉	다 실	xī	sit	s-	-it	entering	*sit {*[s]i[t]}	completely
瑟	瑟	큰 거문고 슬	sè	srit	sr-	-it	entering	*s.mrit {*[s.m]ri[t]}	lute
蝨	蝨	이 슬	shī	srit	sr-	-it	entering	*srit {*sri[t]}	louse
失	失	잃을 실, 달아날 일, 놓을 일	shī	syit	sy-	-it	entering	*l̥it {*l̥i[t]}	lose
室	室	집 실	shì	syit	sy-	-it	entering	*s.tit {*s.ti[t]}	chamber; house
窒	窒	막을 질, 묘문 절, 막힐 질	zhì	trit	tr-	-it	entering	*trik {*[t]ri[t]}	stop up (v.)
堲	堲	미워할 즉, 불똥 즐, 벽돌 구울 즐	jí	tsit	ts-	-it	entering	*tsik	masonry
七	七		qī	tshit	tsh-	-it	entering	*tsʰit {*[tsʰ]i[t]}	seven
桼	桼	옻 칠, 삼갈 철	qī	tshit	tsh-	-it	entering	*tsʰit {*[tsʰ]i[t]}	varnish
質	质	바탕 질, 볼모 질, 볼모 지, 폐백 지	zhì	tsyit	tsy-	-it	entering	*t-lit	substance, solid part
溢	溢	넘칠 일	yì	yit	y-	-it	entering	*N-qik {*N-q(r)ik}	overflow
佾	佾	줄춤 일, 줄 춤 일	yì	yit	y-	-it	entering	*N.rit {*[N.]r[i]t}	row of dancers
逸	逸	숨을 일, 편안할 일	yì	yit	y-	-it	entering	*lit {*[l]i[t]}	flee
鎰	镒	중량 일, 무게 이름 일	yì	yit	y-	-it	entering	*ɢik {*[ɢ](r)ik}	(an ancient weight)
實	实	열매 실, 이를 지	shí	zyit	zy-	-it	entering	*mə.lit {*mə.li[t]}	fruit; full
藉	藉	깔개 자, 도울 적, 깔 자, 짓밟을 적, 빌 차, 빌릴 차	jiè	dzjæH	dz-	-jæ	departing	{*[dz]Ak-s}	loan, borrow
藉	藉	깔개 자, 도울 적, 깔 자, 짓밟을 적, 빌 차, 빌릴 차	jiè	dzjæH	dz-	-jæ	departing	*dzak-s {*[dz]Ak-s}	straw bedding; (base oneself on:) depend on
社	社	토지신 사, 모일 사	shè	dzyæX	dzy-	-jæ	rising	*m-tʰaʔ {*m-tʰAʔ}	sacrifice to the spirit of the soil
寫	写	베낄 사, 부릴 사	xiě	sjæX	s-	-jæ	rising	*s-qʰaʔ {*s-qʰAʔ}	depict
寫	写	베낄 사, 부릴 사	xiě	sjæX	s-	-jæ	rising	*s-qʰaʔ {*s-qʰAʔ}	drain off
瀉	泻	쏟을 사, 게울 사	xiě	sjæX	s-	-jæ	rising	*s-qʰaʔ {*s-qʰAʔ}	to drain off
賖	賖	외상으로 살 사, 세낼 사	shē	syæ	sy-	-jæ	even	*l̥a {*l̥A}	trade on credit
賒	赊	외상으로 살 사, 세낼 사	shē	syæ	sy-	-jæ	even	*l̥a {*l̥A}	trade on credit
奢	奢	사치할 사	shē	syæ	sy-	-jæ	even	*s.tʰa {*s.tʰA}	extravagant
舍	舍	집 사, 둘 사, 풀 석, 버릴 사, 벌여놓을 석	shě	syæX	sy-	-jæ	rising	*l̥aʔ {*l̥Aʔ}	set aside, give up
捨	舍	버릴 사	shě	syæX	sy-	-jæ	rising	*l̥aʔ {*l̥Aʔ}	set aside, give up
赦	赦	용서할 사, 채찍질할 책	shè	syæH	sy-	-jæ	departing	*qʰak-s {*qʰ(r)Ak-s}	to pardon
舍	舍	집 사, 둘 사, 풀 석, 버릴 사, 벌여놓을 석	shè	syæH	sy-	-jæ	departing	*r̥ak-s {*r̥Ak-s}	lodging-house
嗟	嗟	탄식할 차	jiē	tsjæ	ts-	-jæ	even	*tsaj {*tsAj}	sigh; alas!
借	借	빌 차, 빌릴 차	jiè	tsjæH	ts-	-jæ	departing	*tsak-s {*[ts]Ak-s}	loan, borrow
且	且	또 차, 도마 저, 공경할 저, 공경스러울 저, 도마 조	qiě	tshjæX	tsh-	-jæ	rising	*tsʰaʔ {*[tsʰ]Aʔ}	moreover
遮	遮	막을 차, 이 자, 가릴 차, 이 저	zhē	tsyæ	tsy-	-jæ	even	*ta {*tA}	to cover
者	者	놈 자	zhě	tsyæX	tsy-	-jæ	rising	*taʔ {*tAʔ}	[nominalizing particle]
柘	柘		zhè	tsyæH	tsy-	-jæ	departing	*tak-s {*tAk-s}	a kind of mulberry tree
